rownum,month,relative.value,variable,site,ref,year.start,year.end,trophic.grp,notes,data.entered.by,X11,X12
1089,2,NA,isopod density,Goodwin Islands,Douglass et al,1998,2007,grazer,NA,MO,NA,NA
1090,3,2,isopod density,Goodwin Islands,Douglass et al,1998,2007,grazer,NA,MO,NA,NA
1091,4,1,isopod density,Goodwin Islands,Douglass et al,1998,2007,grazer,NA,MO,NA,NA
1092,5,10,isopod density,Goodwin Islands,Douglass et al,1998,2007,grazer,NA,MO,NA,NA
1093,6,10,isopod density,Goodwin Islands,Douglass et al,1998,2007,grazer,NA,MO,NA,NA
1094,7,4,isopod density,Goodwin Islands,Douglass et al,1998,2007,grazer,NA,MO,NA,NA
1095,8,2,isopod density,Goodwin Islands,Douglass et al,1998,2007,grazer,NA,MO,NA,NA
1096,9,NA,isopod density,Goodwin Islands,Douglass et al,1998,2007,grazer,NA,MO,NA,NA
1097,10,1,isopod density,Goodwin Islands,Douglass et al,1998,2007,grazer,NA,MO,NA,NA
1098,11,NA,isopod density,Goodwin Islands,Douglass et al,1998,2007,grazer,NA,MO,NA,NA
1099,12,NA,isopod density,Goodwin Islands,Douglass et al,1998,2007,grazer,NA,MO,NA,NA
1100,1,NA,isopod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1101,2,NA,isopod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1102,3,NA,isopod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1103,4,NA,isopod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1104,5,5.107526882,isopod density,Tsawwassen,ZEN,2012,NA,grazer,check that ZEN sampling unit was same as sarah's. I think it was.,MO,NA,NA
1105,6,6.451612903,isopod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1106,7,6.451612903,isopod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1107,8,10,isopod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1108,9,NA,isopod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1109,10,NA,isopod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1110,11,NA,isopod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1111,12,NA,isopod density,Tsawwassen,Sarah Amundrud,2012,NA,grazer,NA,MO,NA,NA
1112,1,2,productivity,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1113,2,2,productivity,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1114,3,NA,productivity,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1115,4,4,productivity,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1116,5,4,productivity,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1117,6,NA,productivity,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1118,7,NA,productivity,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1119,8,10,productivity,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1120,9,8,productivity,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1121,10,10,productivity,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1122,11,8,productivity,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1123,12,2,productivity,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1124,1,NA,seagrass biomass,BodegaHarbor,Best and Stachowicz,2014,NA,seagrass,NA,MO,NA,NA
1125,2,NA,seagrass biomass,BodegaHarbor,Best and Stachowicz,2014,NA,seagrass,NA,MO,NA,NA
1126,3,6,seagrass biomass,BodegaHarbor,Best and Stachowicz,2014,NA,seagrass,NA,MO,NA,NA
1127,4,NA,seagrass biomass,BodegaHarbor,Best and Stachowicz,2014,NA,seagrass,NA,MO,NA,NA
1128,5,7,seagrass biomass,BodegaHarbor,Best and Stachowicz,2014,NA,seagrass,NA,MO,NA,NA
1129,6,NA,seagrass biomass,BodegaHarbor,Best and Stachowicz,2014,NA,seagrass,NA,MO,NA,NA
1130,7,10,seagrass biomass,BodegaHarbor,Best and Stachowicz,2014,NA,seagrass,NA,MO,NA,NA
1131,8,NA,seagrass biomass,BodegaHarbor,Best and Stachowicz,2014,NA,seagrass,NA,MO,NA,NA
1132,9,8,seagrass biomass,BodegaHarbor,Best and Stachowicz,2014,NA,seagrass,NA,MO,NA,NA
1133,10,NA,seagrass biomass,BodegaHarbor,Best and Stachowicz,2014,NA,seagrass,NA,MO,NA,NA
1134,11,NA,seagrass biomass,BodegaHarbor,Best and Stachowicz,2014,NA,seagrass,NA,MO,NA,NA
1135,12,6,seagrass biomass,BodegaHarbor,Best and Stachowicz,2014,NA,seagrass,NA,MO,NA,NA
1136,1,NA,seagrass shoot biomass,Adriatic Sea,NA,NA,NA,NA,NA,NA,NA,NA
1137,2,1,seagrass shoot biomass,Adriatic Sea,Guidetti et al,1997,1997,seagrass,NA,EA,NA,NA
1138,3,NA,seagrass shoot biomass,Adriatic Sea,NA,NA,NA,NA,NA,NA,NA,NA
1139,4,3,seagrass shoot biomass,Adriatic Sea,Guidetti et al,1997,1997,seagrass,NA,EA,NA,NA
1140,5,NA,seagrass shoot biomass,Adriatic Sea,NA,NA,NA,NA,NA,NA,NA,NA
1141,6,NA,seagrass shoot biomass,Adriatic Sea,NA,NA,NA,NA,NA,NA,NA,NA
1142,7,NA,seagrass shoot biomass,Adriatic Sea,NA,NA,NA,NA,NA,NA,NA,NA
1143,8,8,seagrass shoot biomass,Adriatic Sea,Guidetti et al,1997,1997,seagrass,NA,EA,NA,NA
1144,9,NA,seagrass shoot biomass,Adriatic Sea,NA,NA,NA,NA,NA,NA,NA,NA
1145,10,NA,seagrass shoot biomass,Adriatic Sea,NA,NA,NA,NA,NA,NA,NA,NA
1146,11,10,seagrass shoot biomass,Adriatic Sea,Guidetti et al,1997,1997,seagrass,NA,EA,NA,NA
1147,12,NA,seagrass shoot biomass,Adriatic Sea,NA,NA,NA,NA,NA,NA,NA,NA
1148,1,1,seagrass shoot biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,seagrass,NA,EA,NA,NA
1149,2,2,seagrass shoot biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,seagrass,NA,EA,NA,NA
1150,3,2,seagrass shoot biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,seagrass,NA,EA,NA,NA
1151,4,1.5,seagrass shoot biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,seagrass,NA,EA,NA,NA
1152,5,1,seagrass shoot biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,seagrass,NA,EA,NA,NA
1153,6,2,seagrass shoot biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,seagrass,NA,EA,NA,NA
1154,7,9,seagrass shoot biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,seagrass,NA,EA,NA,NA
1155,8,10,seagrass shoot biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,seagrass,NA,EA,NA,NA
1156,9,9.5,seagrass shoot biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,seagrass,NA,EA,NA,NA
1157,10,7,seagrass shoot biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,seagrass,NA,EA,NA,NA
1158,11,6,seagrass shoot biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,seagrass,NA,EA,NA,NA
1159,12,4,seagrass shoot biomass,"Akkeshi-ko Estuary, Japan",Hasegawa et al,2002,2003,seagrass,NA,EA,NA,NA
1160,1,1,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,1 of 2 sites,EA,NA,NA
1161,1,1,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,2 of 2 sites,EA,NA,NA
1162,2,1,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,1 of 2 sites,EA,NA,NA
1163,2,1,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,2 of 2 sites,EA,NA,NA
1164,3,1,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,1 of 2 sites,EA,NA,NA
1165,3,1,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,2 of 2 sites,EA,NA,NA
1166,4,1,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,1 of 2 sites,EA,NA,NA
1167,4,1,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,2 of 2 sites,EA,NA,NA
1168,5,1,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,1 of 2 sites,EA,NA,NA
1169,5,3,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,2 of 2 sites,EA,NA,NA
1170,6,3,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,1 of 2 sites,EA,NA,NA
1171,6,4,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,2 of 2 sites,EA,NA,NA
1172,7,7,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,1 of 2 sites,EA,NA,NA
1173,7,8,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,2 of 2 sites,EA,NA,NA
1174,8,9,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,1 of 2 sites,EA,NA,NA
1175,8,7,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,2 of 2 sites,EA,NA,NA
1176,9,10,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,1 of 2 sites,EA,NA,NA
1177,9,10,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,2 of 2 sites,EA,NA,NA
1178,10,8,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,1 of 2 sites,EA,NA,NA
1179,10,9,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,2 of 2 sites,EA,NA,NA
1180,11,1,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,1 of 2 sites,EA,NA,NA
1181,11,1,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,2 of 2 sites,EA,NA,NA
1182,12,1,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,1 of 2 sites,EA,NA,NA
1183,12,1,seagrass shoot biomass,"Beaufort, NC",Adams,1971,1972,seagrass,2 of 2 sites,EA,NA,NA
1184,1,2,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,1 of 3 sites,EA,NA,NA
1185,1,2,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,2 of 3 sites,EA,NA,NA
1186,2,3,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,1 of 3 sites,EA,NA,NA
1187,2,4,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,2 of 3 sites,EA,NA,NA
1188,3,2,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,1 of 3 sites,EA,NA,NA
1189,3,3,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,2 of 3 sites,EA,NA,NA
1190,4,1.5,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,1 of 3 sites,EA,NA,NA
1191,4,1.5,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,2 of 3 sites,EA,NA,NA
1192,5,1,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,1 of 3 sites,EA,NA,NA
1193,5,1,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,2 of 3 sites,EA,NA,NA
1194,6,3,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,1 of 3 sites,EA,NA,NA
1195,6,1.5,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,2 of 3 sites,EA,NA,NA
1196,7,4,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,1 of 3 sites,EA,NA,NA
1197,7,5,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,2 of 3 sites,EA,NA,NA
1198,7,3.5,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,3 of 3 sites,EA,NA,NA
1199,8,6,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,1 of 3 sites,EA,NA,NA
1200,8,6,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,2 of 3 sites,EA,NA,NA
1201,8,1,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,3 of 3 sites,EA,NA,NA
1202,9,10,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,1 of 3 sites,EA,NA,NA
1203,9,10,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,2 of 3 sites,EA,NA,NA
1204,9,10,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,3 of 3 sites,EA,NA,NA
1205,10,4,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,1 of 3 sites,EA,NA,NA
1206,10,5,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,2 of 3 sites,EA,NA,NA
1207,11,7,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,1 of 3 sites,EA,NA,NA
1208,11,4,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,2 of 3 sites,EA,NA,NA
1209,12,3.5,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,1 of 3 sites,EA,NA,NA
1210,12,3,seagrass shoot biomass,"Cobscook Bay, Maine",Beal et al,1995,1996,seagrass,2 of 3 sites,EA,NA,NA
1211,1,NA,seagrass shoot biomass,Goodwin Islands,Douglass et al,2004,2006,seagrass,NA,MO,NA,NA
1212,2,2,seagrass shoot biomass,Goodwin Islands,Douglass et al,2004,2006,seagrass,NA,MO,NA,NA
1213,3,2,seagrass shoot biomass,Goodwin Islands,Douglass et al,2004,2006,seagrass,NA,MO,NA,NA
1214,4,NA,seagrass shoot biomass,Goodwin Islands,Douglass et al,2004,2006,seagrass,NA,MO,NA,NA
1215,5,10,seagrass shoot biomass,Goodwin Islands,Douglass et al,2004,2006,seagrass,NA,MO,NA,NA
1216,6,10,seagrass shoot biomass,Goodwin Islands,Douglass et al,2004,2006,seagrass,NA,MO,NA,NA
1217,7,10,seagrass shoot biomass,Goodwin Islands,Douglass et al,2004,2006,seagrass,NA,MO,NA,NA
1218,8,NA,seagrass shoot biomass,Goodwin Islands,Douglass et al,2004,2006,seagrass,NA,MO,NA,NA
1219,9,NA,seagrass shoot biomass,Goodwin Islands,Douglass et al,2004,2006,seagrass,NA,MO,NA,NA
1220,10,2,seagrass shoot biomass,Goodwin Islands,Douglass et al,2004,2006,seagrass,NA,MO,NA,NA
1221,11,2,seagrass shoot biomass,Goodwin Islands,Douglass et al,2004,2006,seagrass,NA,MO,NA,NA
1222,12,NA,seagrass shoot biomass,Goodwin Islands,Douglass et al,2004,2006,seagrass,NA,MO,NA,NA
1223,1,NA,seagrass shoot biomass,"Masnedo Island, Denmark",NA,NA,NA,NA,NA,NA,NA,NA
1224,2,NA,seagrass shoot biomass,"Masnedo Island, Denmark",NA,NA,NA,NA,NA,NA,NA,NA
1225,3,NA,seagrass shoot biomass,"Masnedo Island, Denmark",NA,NA,NA,NA,NA,NA,NA,NA
1226,4,NA,seagrass shoot biomass,"Masnedo Island, Denmark",NA,NA,NA,NA,NA,NA,NA,NA
1227,5,10,seagrass shoot biomass,"Masnedo Island, Denmark",Bach,1988,1988,seagrass,NA,EA,NA,NA
1228,6,1.5,seagrass shoot biomass,"Masnedo Island, Denmark",Bach,1988,1988,seagrass,NA,EA,NA,NA
1229,7,2,seagrass shoot biomass,"Masnedo Island, Denmark",Bach,1988,1988,seagrass,NA,EA,NA,NA
1230,8,5,seagrass shoot biomass,"Masnedo Island, Denmark",Bach,1988,1988,seagrass,NA,EA,NA,NA
1231,9,10,seagrass shoot biomass,"Masnedo Island, Denmark",Bach,1988,1988,seagrass,NA,EA,NA,NA
1232,10,1,seagrass shoot biomass,"Masnedo Island, Denmark",Bach,1988,1988,seagrass,NA,EA,NA,NA
1233,11,NA,seagrass shoot biomass,"Masnedo Island, Denmark",NA,NA,NA,NA,NA,NA,NA,NA
1234,12,NA,seagrass shoot biomass,"Masnedo Island, Denmark",NA,NA,NA,NA,NA,NA,NA,NA
1235,1,2,seagrass shoot biomass,"Odawa Bay, Japan",Aioi 1980,1975,1976,seagrass,NA,MO,NA,NA
1236,2,NA,seagrass shoot biomass,"Odawa Bay, Japan",Aioi 1980,1975,1976,seagrass,NA,MO,NA,NA
1237,3,NA,seagrass shoot biomass,"Odawa Bay, Japan",Aioi 1980,1975,1976,seagrass,NA,MO,NA,NA
1238,4,10,seagrass shoot biomass,"Odawa Bay, Japan",Aioi 1980,1975,1976,seagrass,NA,MO,NA,NA
1239,5,10,seagrass shoot biomass,"Odawa Bay, Japan",Aioi 1980,1975,1976,seagrass,NA,MO,NA,NA
1240,6,NA,seagrass shoot biomass,"Odawa Bay, Japan",Aioi 1980,1975,1976,seagrass,NA,MO,NA,NA
1241,7,NA,seagrass shoot biomass,"Odawa Bay, Japan",Aioi 1980,1975,1976,seagrass,NA,MO,NA,NA
1242,8,NA,seagrass shoot biomass,"Odawa Bay, Japan",Aioi 1980,1975,1976,seagrass,NA,MO,NA,NA
1243,9,NA,seagrass shoot biomass,"Odawa Bay, Japan",Aioi 1980,1975,1976,seagrass,NA,MO,NA,NA
1244,10,NA,seagrass shoot biomass,"Odawa Bay, Japan",Aioi 1980,1975,1976,seagrass,NA,MO,NA,NA
1245,11,NA,seagrass shoot biomass,"Odawa Bay, Japan",Aioi 1980,1975,1976,seagrass,NA,MO,NA,NA
1246,12,2,seagrass shoot biomass,"Odawa Bay, Japan",Aioi 1980,1975,1976,seagrass,NA,MO,NA,NA
1247,1,4,seagrass shoot biomass,"Roscoff, France",Jacobs,1976,1977,seagrass,NA,EA,NA,NA
1248,2,6,seagrass shoot biomass,"Roscoff, France",Jacobs,1976,1977,seagrass,NA,EA,NA,NA
1249,3,5,seagrass shoot biomass,"Roscoff, France",Jacobs,1976,1977,seagrass,NA,EA,NA,NA
1250,4,1,seagrass shoot biomass,"Roscoff, France",Jacobs,1976,1977,seagrass,NA,EA,NA,NA
1251,5,1,seagrass shoot biomass,"Roscoff, France",Jacobs,1976,1977,seagrass,NA,EA,NA,NA
1252,6,4,seagrass shoot biomass,"Roscoff, France",Jacobs,1976,1977,seagrass,NA,EA,NA,NA
1253,7,6,seagrass shoot biomass,"Roscoff, France",Jacobs,1976,1977,seagrass,NA,EA,NA,NA
1254,8,5,seagrass shoot biomass,"Roscoff, France",Jacobs,1976,1977,seagrass,NA,EA,NA,NA
1255,9,8.5,seagrass shoot biomass,"Roscoff, France",Jacobs,1976,1977,seagrass,NA,EA,NA,NA
1256,10,10,seagrass shoot biomass,"Roscoff, France",Jacobs,1976,1977,seagrass,NA,EA,NA,NA
1257,11,7,seagrass shoot biomass,"Roscoff, France",Jacobs,1976,1977,seagrass,NA,EA,NA,NA
1258,12,7,seagrass shoot biomass,"Roscoff, France",Jacobs,1976,1977,seagrass,NA,EA,NA,NA
1259,1,2,seagrass shoot biomass,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1260,2,2,seagrass shoot biomass,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1261,3,3,seagrass shoot biomass,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1262,4,NA,seagrass shoot biomass,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1263,5,NA,seagrass shoot biomass,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1264,6,10,seagrass shoot biomass,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1265,7,10,seagrass shoot biomass,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1266,8,10,seagrass shoot biomass,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1267,9,10,seagrass shoot biomass,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1268,10,NA,seagrass shoot biomass,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1269,11,NA,seagrass shoot biomass,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1270,12,3,seagrass shoot biomass,San Juan Islands,Nelson et al,1990,1991,seagrass,NA,MO,NA,NA
1271,1,NA,seagrass shoot biomass,Tsawwassen,Emily Adamczyk,2016,NA,seagrass,1 of 1 sites,EA,NA,NA
1272,2,NA,seagrass shoot biomass,Tsawwassen,Emily Adamczyk,2016,NA,seagrass,1 of 1 sites,EA,NA,NA
1273,3,NA,seagrass shoot biomass,Tsawwassen,Emily Adamczyk,2016,NA,seagrass,1 of 1 sites,EA,NA,NA
1274,4,NA,seagrass shoot biomass,Tsawwassen,Emily Adamczyk,2016,NA,seagrass,1 of 1 sites,EA,NA,NA
1275,5,NA,seagrass shoot biomass,Tsawwassen,Emily Adamczyk,2016,NA,seagrass,1 of 1 sites,EA,NA,NA
1276,6,NA,seagrass shoot biomass,Tsawwassen,Emily Adamczyk,2016,NA,seagrass,1 of 1 sites,EA,NA,NA
1277,7,NA,seagrass shoot biomass,Tsawwassen,Emily Adamczyk,2016,NA,seagrass,1 of 1 sites,EA,NA,NA
1278,8,8,seagrass shoot biomass,Tsawwassen,Emily Adamczyk,2016,NA,seagrass,1 of 1 sites,EA,NA,NA
1279,9,10,seagrass shoot biomass,Tsawwassen,Emily Adamczyk,2016,NA,seagrass,1 of 1 sites,EA,NA,NA
1280,10,1,seagrass shoot biomass,Tsawwassen,Emily Adamczyk,2016,NA,seagrass,1 of 1 sites,EA,NA,NA
1281,11,NA,seagrass shoot biomass,Tsawwassen,Emily Adamczyk,2016,NA,seagrass,1 of 1 sites,EA,NA,NA
1282,12,NA,seagrass shoot biomass,Tsawwassen,Emily Adamczyk,2016,NA,seagrass,1 of 1 sites,EA,NA,NA
1283,1,NA,shoot density,"Masnedo Island, Denmark",NA,NA,NA,NA,NA,NA,NA,NA
1284,2,NA,shoot density,"Masnedo Island, Denmark",NA,NA,NA,NA,NA,NA,NA,NA
1285,3,NA,shoot density,"Masnedo Island, Denmark",NA,NA,NA,NA,NA,NA,NA,NA
1286,4,NA,shoot density,"Masnedo Island, Denmark",NA,NA,NA,NA,NA,NA,NA,NA
1287,5,3,shoot density,"Masnedo Island, Denmark",Bach,1988,1988,seagrass,NA,EA,NA,NA
1288,6,8,shoot density,"Masnedo Island, Denmark",Bach,1988,1988,seagrass,NA,EA,NA,NA
1289,7,1,shoot density,"Masnedo Island, Denmark",Bach,1988,1988,seagrass,NA,EA,NA,NA
1290,8,8,shoot density,"Masnedo Island, Denmark",Bach,1988,1988,seagrass,NA,EA,NA,NA
1291,9,10,shoot density,"Masnedo Island, Denmark",Bach,1988,1988,seagrass,NA,EA,NA,NA
1292,10,7,shoot density,"Masnedo Island, Denmark",Bach,1988,1988,seagrass,NA,EA,NA,NA
1293,11,NA,shoot density,"Masnedo Island, Denmark",NA,NA,NA,NA,NA,NA,NA,NA
1294,12,NA,shoot density,"Masnedo Island, Denmark",NA,NA,NA,NA,NA,NA,NA,NA
1295,1,2,shoot density,Padilla Bay,Thom 1994,1989,1990,seagrass,NA,MO,NA,NA
1296,2,NA,shoot density,Padilla Bay,Thom 1994,1989,1990,seagrass,NA,MO,NA,NA
1297,3,NA,shoot density,Padilla Bay,Thom 1994,1989,1990,seagrass,NA,MO,NA,NA
1298,4,10,shoot density,Padilla Bay,Thom 1994,1989,1990,seagrass,NA,MO,NA,NA
1299,5,8,shoot density,Padilla Bay,Thom 1994,1989,1990,seagrass,NA,MO,NA,NA
1300,6,NA,shoot density,Padilla Bay,Thom 1994,1989,1990,seagrass,NA,MO,NA,NA
1301,7,10,shoot density,Padilla Bay,Thom 1994,1989,1990,seagrass,NA,MO,NA,NA
1302,8,NA,shoot density,Padilla Bay,Thom 1994,1989,1990,seagrass,NA,MO,NA,NA
1303,9,NA,shoot density,Padilla Bay,Thom 1994,1989,1990,seagrass,NA,MO,NA,NA
1304,10,8,shoot density,Padilla Bay,Thom 1994,1989,1990,seagrass,NA,MO,NA,NA
1305,11,10,shoot density,Padilla Bay,Thom 1994,1989,1990,seagrass,NA,MO,NA,NA
1306,12,7,shoot density,Padilla Bay,Thom 1994,1989,1990,seagrass,NA,MO,NA,NA
1307,1,NA,shoot density,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
1308,2,NA,shoot density,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
1309,3,NA,shoot density,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
1310,4,10,shoot density,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
1311,5,NA,shoot density,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
1312,6,5,shoot density,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
1313,7,NA,shoot density,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
1314,8,4,shoot density,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
1315,9,NA,shoot density,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
1316,10,3,shoot density,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
1317,11,NA,shoot density,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
1318,12,NA,shoot density,San Francisco Bay - KB,Carr et al 2010,2007,NA,seagrass,3 of 5 sites followed this pattern; vegetative only,MO,NA,NA
1319,1,NA,shoot density,Tsawwassen,Sarah Amundrud,2012,NA,seagrass,NA,MO,NA,NA
1320,2,NA,shoot density,Tsawwassen,Sarah Amundrud,2012,NA,seagrass,NA,MO,NA,NA
1321,3,NA,shoot density,Tsawwassen,Sarah Amundrud,2012,NA,seagrass,NA,MO,NA,NA
1322,4,NA,shoot density,Tsawwassen,Sarah Amundrud,2012,NA,seagrass,NA,MO,NA,NA
1323,5,4.615384615,shoot density,Tsawwassen,ZEN,2012,NA,seagrass,NA,MO,NA,NA
